0,0
6.25,12.5
12.5,0
18.75,12.5
25,0
31.25,12.5
37.5,0
43.75,12.5
50,0
56.25,12.5
62.5,0
68.75,12.5
75,0
81.25,12.5
87.5,0
93.75,12.5
100,0
106.25,12.5
112.5,0
118.75,12.5
125,0
